CATEGORIA;CLASE;SUBCATEGORIA;SUBCATEGORIA2;TIPO DOCUMENTO;LECTURA;ESCRITURA;
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);CONTROL AVANCE OBRA;;;INMOB, ARQ,TEC,CONS, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;CÁLCULO;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;ELECTRICO ALUMBRADO-FUERZA;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;ELECTRICO CD-SEGURIDAD;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;ELECTRICO TELECOM;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;SANITARIO AGUA POTABLE;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;SANITARIO ALCANTARILLADO;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;SANITARIO AGUAS LLUVIA;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;EXTRACCIÓN DE AIRE;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;CALEFACCIÓN;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;GAS BAJA PRESIÓN;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;GAS MEDIA PRESIÓN;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS CONSTRUCCIÓN;VERSIÓN OBRA (ARQ 8);AS BUILT ESPECIALIDADES;PAISAJISMO Y RIEGO;;INMOB, ARQ,TEC,CONS,COM, CLI, LEG;CONS
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);MANTRA 2.0;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);ESTUDIOS DE MERCADO;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI;INMOB, COM
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);BRIEF DECORACIÓN PILOTO;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);BRIEF DECORACIÓN EECC;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);BRIEF DECORACIÓN SALA VENTAS;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);KICK-OFF PROYECTOS;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;IMOB, COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);RENDERS;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);LISTA DE PRECIOS LANZAMIENTO;;;INMOB,CONS,COM;COM
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);FICHA PROMESAS;;;INMOB,TEC,CONS,COM,MKT, LEG;COM
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);DIAGNÓSTICO 360;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM, MKT
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);CELDITAS DPTOS;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);PROYECCIÓN DE VENTA;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM
DOCUMENTOS COMERCIALES;VERSIÓN OBRA (ARQ 8);PROYECCIÓN ESCRITURA;;;INMOB, ARQ,TEC,CONS,COM,MKT, CLI, LEG;COM
